,Unnamed: 0,Date,season,h_team,a_team,elo1_pre,elo2_pre,elo_prob1,elo_prob2,h_final,a_final,Team,1st,2nd,3rd,4th,ML,2H,h_2nd,h_3rd,h_4th,h_ML,total,h_spread,winner,ranker,lead_changes,w_l,h_Home_Scorerol,h_Away_Scorerol,h_fgarol,h_fg_pctrol,h_fg2arol,h_fg2_pctrol,h_fg3arol,h_fg3_pctrol,h_ftarol,h_ft_pctrol,h_opp_fgarol,h_opp_fg_pctrol,h_opp_fg2arol,h_opp_fg2_pctrol,h_opp_fg3arol,h_opp_fg3_pctrol,h_opp_ftarol,h_opp_ft_pctrol,Unnamed: 0,Date,season,h_team,a_team,elo1_pre,elo2_pre,elo_prob1,elo_prob2,h_final,a_final,Team,1st,2nd,3rd,4th,ML,h_1st,h_2nd,h_3rd,h_4th,h_ML,total,h_spread,winner,ranker,lead_changes,w_l,Home_Scorerol,Away_Scorerol,fgarol,fg_pctrol,fg2arol,fg2_pctrol,fg3arol,fg3_pctrol,ftarol,ft_pctrol,opp_fgarol,opp_fg_pctrol,opp_fg2arol,opp_fg2_pctrol,opp_fg3arol,opp_fg3_pctrol,opp_ftarol,opp_ft_pctrol
687,687,2017125,2017,CHI,ATL,1481.049923,1518.709016,0.588765197,0.411234803,114,119,Atlanta,22,29,27,41,-120,3,30,24,31,100,203,1.5,A,3308,1,L ,106.5,108.75,89.125,0.426375,67.25,0.4475,21.875,0.364125,27.75,0.804,82,0.494625,57.5,0.536375,24.5,0.40425,22.75,0.7875,687,2017125,2017,CHI,ATL,1481.049923,1518.709016,0.588765197,0.411234803,114,119,Atlanta,22,29,27,41,-120,3,30,24,31,100,203,1.5,A,3308,1,L ,101,104.5,87.5,0.435625,57.875,0.475125,29.625,0.354125,19,0.77775,83.5,0.454125,57.75,0.483,25.75,0.394125,25.125,0.74575
684,684,2017125,2017,CHO,GSW,1535.559065,1768.335672,0.317708305,0.682291695,103,113,GoldenState,29,24,22,38,-600,3.5,19,33,23,450,223.5,9.5,A,3309,5,L ,107.125,100.625,85.25,0.4515,59,0.49175,26.25,0.35825,25,0.853625,86.625,0.435,56.125,0.477375,30.5,0.351,18.125,0.813875,684,2017125,2017,CHO,GSW,1535.559065,1768.335672,0.317708305,0.682291695,103,113,GoldenState,29,24,22,38,-600,3.5,19,33,23,450,223.5,9.5,A,3309,5,L ,105.375,114.875,88.75,0.4455,58.375,0.504875,30.375,0.329875,23.375,0.710625,86.875,0.492375,54.25,0.568125,32.625,0.360375,21.75,0.806875
681,681,2017125,2017,CLE,SAC,1626.753719,1429.198794,0.847207369,0.152792631,112,116,Sacramento,22,31,26,25,575,113,21,35,22,-850,216.5,-10.5,A,3310,16,L ,110.125,106.25,88.5,0.454875,53.75,0.531125,34.75,0.335375,26.25,0.690875,87,0.4585,58.375,0.52225,28.625,0.33725,20,0.825875,681,2017125,2017,CLE,SAC,1626.753719,1429.198794,0.847207369,0.152792631,112,116,Sacramento,22,31,26,25,575,113,21,35,22,-850,216.5,-10.5,A,3310,16,L ,104.75,103.375,79.875,0.466375,50.75,0.508875,29.125,0.395,24,0.798625,82.25,0.461,55.5,0.503625,26.75,0.37875,22.5,0.77775
689,689,2017125,2017,DAL,NYK,1433.931648,1436.995307,0.635992068,0.364007932,103,95,NewYork,25,26,22,22,125,97,22,26,25,-145,201,-2.5,H,3311,5,W ,103.375,99.25,82.5,0.45175,51,0.501125,31.5,0.364375,20.75,0.84,82.125,0.441,58.5,0.4725,23.625,0.355375,22.75,0.804125,689,2017125,2017,DAL,NYK,1433.931648,1436.995307,0.635992068,0.364007932,103,95,NewYork,25,26,22,22,125,97,22,26,25,-145,201,-2.5,H,3311,5,W ,111.125,108.25,87.5,0.454625,58,0.511875,29.5,0.3465,25.875,0.83875,88,0.462125,62.125,0.499375,25.875,0.366125,22.25,0.79525
686,686,2017125,2017,MEM,TOR,1536.536996,1565.833462,0.600368859,0.399631141,101,99,Toronto,34,23,20,22,180,98.5,24,31,14,-210,201,-5,H,3312,10,W ,104.125,99.625,85,0.44775,57.875,0.465,27.125,0.417875,22,0.80225,80.25,0.427375,48.25,0.504375,32,0.299875,28.125,0.734875,686,2017125,2017,MEM,TOR,1536.536996,1565.833462,0.600368859,0.399631141,101,99,Toronto,34,23,20,22,180,98.5,24,31,14,-210,201,-5,H,3312,10,W ,107.875,99.875,83.25,0.456375,58,0.47175,25.25,0.42125,26.75,0.803125,84.25,0.43075,59.25,0.481125,25,0.32875,24.75,0.783875
688,688,2017125,2017,MIL,PHI,1487.294987,1376.501799,0.770904072,0.229095928,109,114,Philadelphia,33,39,16,26,600,100.5,19,24,27,-900,207.5,-11,A,3313,21,L ,111.125,107.75,82.125,0.503625,61,0.537875,21.125,0.418625,25.25,0.789375,79.625,0.48675,50.125,0.548,29.5,0.38975,23.625,0.79725,688,2017125,2017,MIL,PHI,1487.294987,1376.501799,0.770904072,0.229095928,109,114,Philadelphia,33,39,16,26,600,100.5,19,24,27,-900,207.5,-11,A,3313,21,L ,107.375,103.875,85.5,0.465,60.625,0.479625,24.875,0.407125,24.625,0.71225,83.125,0.44,53.75,0.478125,29.375,0.366125,25.125,0.806875
685,685,2017125,2017,NOP,OKC,1402.472668,1593.187033,0.372339379,0.627660621,105,114,OklahomaCity,33,31,28,22,-125,104.5,25,37,23,105,217.5,1.5,A,3314,1,L ,107.875,108,91.625,0.444875,59.375,0.477375,32.25,0.386375,20,0.71325,90.75,0.441375,60,0.4835,30.75,0.3635,21,0.8115,685,2017125,2017,NOP,OKC,1402.472668,1593.187033,0.372339379,0.627660621,105,114,OklahomaCity,33,31,28,22,-125,104.5,25,37,23,105,217.5,1.5,A,3314,1,L ,108.375,105.25,85.375,0.467875,60.625,0.5095,24.75,0.367625,25,0.77675,87.25,0.448875,61.375,0.506,25.875,0.3065,23.875,0.789375
690,690,2017125,2017,POR,LAL,1495.163616,1357.327689,0.79723368,0.20276632,105,98,LALakers,31,27,17,23,310,108.5,29,24,22,-370,220.5,-8,H,3315,9,W ,105.125,103.375,86.875,0.462375,58.75,0.507625,28.125,0.364375,19.875,0.715125,87.75,0.423875,60.75,0.440125,27,0.3925,22.625,0.832375,690,2017125,2017,POR,LAL,1495.163616,1357.327689,0.79723368,0.20276632,105,98,LALakers,31,27,17,23,310,108.5,29,24,22,-370,220.5,-8,H,3315,9,W ,116.625,97.625,87.25,0.516125,61,0.564,26.25,0.405875,20.625,0.7825,85.625,0.4185,58.5,0.449625,27.125,0.35125,20.75,0.795625
693,693,2017126,2017,DEN,PHO,1492.405328,1404.143186,0.747198069,0.252801931,127,120,Phoenix,29,32,31,28,245,119.5,22,39,31,-290,232,-7,H,3316,8,W ,119,113.25,85,0.510125,57.25,0.56225,27.75,0.3945,25.125,0.843625,89.625,0.48425,62.375,0.521,27.25,0.39325,19,0.8495,693,2017126,2017,DEN,PHO,1492.405328,1404.143186,0.747198069,0.252801931,127,120,Phoenix,29,32,31,28,245,119.5,22,39,31,-290,232,-7,H,3316,8,W ,108.375,103.625,82.75,0.475375,58.375,0.51525,24.375,0.3835,25.625,0.7855,85.75,0.4555,66.5,0.485375,19.25,0.350875,22.625,0.82775
692,692,2017126,2017,MIN,IND,1466.22248,1476.113356,0.626846028,0.373153972,103,109,Indiana,25,27,24,33,135,103.5,26,24,33,-155,213,-3,A,3317,4,L ,103.375,98.5,81,0.49125,60.125,0.532375,20.875,0.368125,21,0.78075,79.625,0.468125,55.25,0.512875,24.375,0.3605,20.375,0.76725,692,2017126,2017,MIN,IND,1466.22248,1476.113356,0.626846028,0.373153972,103,109,Indiana,25,27,24,33,135,103.5,26,24,33,-155,213,-3,A,3317,4,L ,109.625,104.125,84,0.476375,57.375,0.52775,26.625,0.361375,25.125,0.790875,80.125,0.48525,57.625,0.5055,22.5,0.43875,20.75,0.82075
691,691,2017126,2017,OKC,DAL,1599.945162,1440.06583,0.816974992,0.183025008,109,98,Dallas,26,29,18,25,375,96.5,30,34,22,-450,197,-9,H,3318,13,W ,110,99.25,81.625,0.484375,55.5,0.560625,26.125,0.324375,30,0.752625,86,0.447,61.875,0.48875,24.125,0.348625,19.25,0.7415,691,2017126,2017,OKC,DAL,1599.945162,1440.06583,0.816974992,0.183025008,109,98,Dallas,26,29,18,25,375,96.5,30,34,22,-450,197,-9,H,3318,13,W ,102.875,100.125,74.75,0.49925,53.875,0.53325,20.875,0.425,25.625,0.772375,82,0.466,51.125,0.505375,30.875,0.40225,14.875,0.77125
694,694,2017126,2017,UTA,LAL,1592.208902,1354.461403,0.874816216,0.125183784,96,88,LALakers,16,25,19,28,900,99.5,21,26,26,-1600,203.5,-14,H,3319,5,W ,101.875,91.25,79.625,0.471375,53.625,0.521375,26,0.357875,25.25,0.6755,82.625,0.426,60.5,0.459,22.125,0.343,17.625,0.7745,694,2017126,2017,UTA,LAL,1592.208902,1354.461403,0.874816216,0.125183784,96,88,LALakers,16,25,19,28,900,99.5,21,26,26,-1600,203.5,-14,H,3319,5,W ,114,94.5,85.625,0.509875,59.25,0.567375,26.375,0.37975,21.125,0.7855,84.875,0.411,60.125,0.445375,24.75,0.326375,21,0.80875
703,703,2017127,2017,ATL,WAS,1527.430714,1555.051854,0.60268044,0.39731956,86,112,Washington,37,30,26,19,135,102,20,23,18,-155,214.5,-3.5,A,3320,0,L ,104.25,103,86,0.45075,59.5,0.4815,26.5,0.37925,23,0.7335,83.5,0.45475,54.375,0.49675,29.125,0.373875,19.75,0.815125,703,2017127,2017,ATL,WAS,1527.430714,1555.051854,0.60268044,0.39731956,86,112,Washington,37,30,26,19,135,102,20,23,18,-155,214.5,-3.5,A,3320,0,L ,105,107.125,84.875,0.448,53.625,0.498875,31.25,0.35875,22.125,0.8025,89.5,0.46875,61,0.5245,28.5,0.353625,17.375,0.775125
696,696,2017127,2017,BOS,ORL,1568.011262,1395.571585,0.827539533,0.172460467,128,98,Orlando,24,24,17,33,270,2.5,29,36,24,-330,214,-7,H,3321,3,W ,116.125,108.875,89,0.46975,52.75,0.51275,36.25,0.40425,20.625,0.866375,87.75,0.460875,60.75,0.513875,27,0.354,23.5,0.78575,696,2017127,2017,BOS,ORL,1568.011262,1395.571585,0.827539533,0.172460467,128,98,Orlando,24,24,17,33,270,2.5,29,36,24,-330,214,-7,H,3321,3,W ,114.125,104.5,87.125,0.500375,57.625,0.57875,29.5,0.345125,22.5,0.757375,87.625,0.455625,60.375,0.5005,27.25,0.3635,20.125,0.74725
701,701,2017127,2017,CHI,MIA,1472.328224,1453.236495,0.664975626,0.335024374,88,100,Miami,33,20,24,23,260,100.5,29,14,21,-310,204.5,-7,A,3322,9,L ,105.5,106.75,88.5,0.4295,68.375,0.453875,20.125,0.34675,27.375,0.80975,83.625,0.4815,58,0.52825,25.625,0.376125,20.75,0.7925,701,2017127,2017,CHI,MIA,1472.328224,1453.236495,0.664975626,0.335024374,88,100,Miami,33,20,24,23,260,100.5,29,14,21,-310,204.5,-7,A,3322,9,L ,105.375,99.375,82.625,0.46425,58.75,0.4995,23.875,0.382125,24.625,0.7975,85.5,0.440375,58.125,0.49525,27.375,0.328375,20.5,0.762
699,699,2017127,2017,CLE,BRK,1612.689781,1292.207602,0.918376482,0.081623518,124,116,Brooklyn,25,22,26,43,1600,117.5,28,39,30,-6000,226,-17,H,3323,4,W ,110.75,108.375,87.625,0.464625,52.75,0.53925,34.875,0.351875,25.75,0.66275,87.25,0.464375,58.25,0.516625,29,0.3645,19.75,0.831125,699,2017127,2017,CLE,BRK,1612.689781,1292.207602,0.918376482,0.081623518,124,116,Brooklyn,25,22,26,43,1600,117.5,28,39,30,-6000,226,-17,H,3323,4,W ,117.625,109.875,92.375,0.48625,64.875,0.537375,27.5,0.37,21.5,0.833375,84.875,0.46675,51.75,0.49125,33.125,0.424,19.75,0.822625
695,695,2017127,2017,IND,SAC,1486.560955,1443.262733,0.69527355,0.30472645,115,111,Sacramento,30,34,23,17,165,109.5,28,26,23,-185,211.5,-4.5,H,3324,11,W ,111.25,105.875,84.125,0.482375,61.25,0.528875,22.875,0.360375,25.5,0.841375,84.875,0.44675,54.75,0.493,30.125,0.36225,24.375,0.80375,695,2017127,2017,IND,SAC,1486.560955,1443.262733,0.69527355,0.30472645,115,111,Sacramento,30,34,23,17,165,109.5,28,26,23,-185,211.5,-4.5,H,3324,11,W ,107.5,105.5,80.375,0.4715,51.125,0.515,29.25,0.398,25.375,0.80625,81.75,0.466125,54.5,0.508125,27.25,0.38425,24,0.791625
702,702,2017127,2017,NOP,SAS,1395.71454,1728.303426,0.207692779,0.792307221,119,103,SanAntonio,20,37,27,19,-320,1.5,25,37,34,265,214,7.5,H,3325,8,W ,110,108.625,92.375,0.451875,60,0.48225,32.375,0.397375,19.125,0.731125,89.625,0.440625,60,0.4725,29.625,0.38,22.375,0.829,702,2017127,2017,NOP,SAS,1395.71454,1728.303426,0.207692779,0.792307221,119,103,SanAntonio,20,37,27,19,-320,1.5,25,37,34,265,214,7.5,H,3325,8,W ,104.625,111.875,86.375,0.45875,59.125,0.507125,27.25,0.352,20.75,0.73675,86.25,0.48125,62.375,0.50275,23.875,0.42475,23.25,0.822125
698,698,2017127,2017,NYK,CHO,1430.861124,1529.59819,0.501817501,0.498182499,110,107,Charlotte,23,28,36,20,-115,1,25,28,28,-105,211.5,1,H,3326,6,W ,104.875,106.75,89.25,0.4635,64.375,0.498625,24.875,0.373125,17.125,0.750625,86.5,0.461125,57.875,0.506375,28.625,0.365375,20.5,0.800375,698,2017127,2017,NYK,CHO,1430.861124,1529.59819,0.501817501,0.498182499,110,107,Charlotte,23,28,36,20,-115,1,25,28,28,-105,211.5,1,H,3326,6,W ,109.625,105.25,87.5,0.46275,54.75,0.530625,32.75,0.35375,20.875,0.818,85.75,0.44275,58.5,0.48275,27.25,0.355,21.625,0.88525
700,700,2017127,2017,PHI,HOU,1389.552958,1622.365608,0.317663331,0.682336669,118,123,Houston,31,30,33,29,-300,5,33,21,36,250,220.5,7,A,3327,5,L ,101.5,100.375,83.375,0.441375,53.625,0.504625,29.75,0.33275,23.625,0.77375,84.125,0.424875,59.875,0.454375,24.25,0.350625,26,0.803125,700,2017127,2017,PHI,HOU,1389.552958,1622.365608,0.317663331,0.682336669,118,123,Houston,31,30,33,29,-300,5,33,21,36,250,220.5,7,A,3327,5,L ,115.25,117.375,85,0.50025,55.625,0.57,29.375,0.36575,25.125,0.811625,84.125,0.479625,46.375,0.577625,37.75,0.355625,29,0.81175
704,704,2017127,2017,POR,MEM,1498.029902,1540.192175,0.582474726,0.417525274,112,109,Memphis,24,32,28,25,105,0.5,34,23,27,-125,206,-1.5,H,3328,6,W ,107.875,103.25,87.125,0.465625,58.375,0.50875,28.75,0.3715,20.5,0.771625,87.625,0.4215,59.875,0.4505,27.75,0.36075,24.125,0.811875,704,2017127,2017,POR,MEM,1498.029902,1540.192175,0.582474726,0.417525274,112,109,Memphis,24,32,28,25,105,0.5,34,23,27,-125,206,-1.5,H,3328,6,W ,109,107.875,79.25,0.463625,48.625,0.530625,30.625,0.356375,31.5,0.79475,85.375,0.4555,56.75,0.50025,28.625,0.3655,25.375,0.757625
697,697,2017127,2017,TOR,MIL,1562.178282,1474.243828,0.74684159,0.25315841,102,86,Milwaukee,19,20,31,16,200,1,17,24,25,-240,213.5,-5.5,H,3329,2,W ,112,106.375,86.625,0.465625,62.25,0.507125,24.375,0.3665,26.875,0.83025,82.625,0.459625,55.25,0.51,27.375,0.357875,25.5,0.805625,697,2017127,2017,TOR,MIL,1562.178282,1474.243828,0.74684159,0.25315841,102,86,Milwaukee,19,20,31,16,200,1,17,24,25,-240,213.5,-5.5,H,3329,2,W ,106.5,99.875,86,0.4665,56.25,0.508625,29.75,0.396375,20.375,0.723375,81.5,0.459,59.625,0.49125,21.875,0.38125,23.125,0.759875
705,705,2017128,2017,CHO,SAC,1524.033517,1439.804746,0.742787241,0.257212759,106,109,Sacramento,24,28,33,24,235,105.5,22,33,29,-295,204.5,-7,A,3330,12,L ,109,104,83,0.463125,55.375,0.512875,27.625,0.37475,25.75,0.871,86.25,0.449625,55.875,0.49625,30.375,0.35725,19.75,0.833,705,2017128,2017,CHO,SAC,1524.033517,1439.804746,0.742787241,0.257212759,106,109,Sacramento,24,28,33,24,235,105.5,22,33,29,-295,204.5,-7,A,3330,12,L ,107.625,105.5,79.875,0.4745,50,0.530125,29.875,0.391625,25.125,0.819875,81.625,0.465375,54.625,0.514125,27,0.3705,25.5,0.77925
708,708,2017128,2017,GSW,LAC,1774.296546,1572.340065,0.850458445,0.149541555,144,98,LAClippers,22,29,23,24,750,108.5,41,45,27,-1150,224.5,-13,H,3331,1,W ,124.5,106.875,88.5,0.525875,59,0.580375,29.5,0.426125,24.5,0.766,91.375,0.441625,61.125,0.506125,30.25,0.313375,21.25,0.77425,708,2017128,2017,GSW,LAC,1774.296546,1572.340065,0.850458445,0.149541555,144,98,LAClippers,22,29,23,24,750,108.5,41,45,27,-1150,224.5,-13,H,3331,1,W ,118.375,103.625,86.25,0.496625,55.75,0.576,30.5,0.364,26.375,0.8075,85.25,0.445125,54.125,0.468875,31.125,0.403875,21.125,0.768625
706,706,2017128,2017,MIA,DET,1470.341771,1479.188309,0.628251149,0.371748851,116,103,Detroit,33,27,31,12,-150,3,29,26,26,130,202,3,H,3332,21,W ,105.625,102.5,81.125,0.484375,55.25,0.506875,25.875,0.43525,23.125,0.691,85.75,0.462,59,0.523625,26.75,0.324125,20.625,0.696125,706,2017128,2017,MIA,DET,1470.341771,1479.188309,0.628251149,0.371748851,116,103,Detroit,33,27,31,12,-150,3,29,26,26,130,202,3,H,3332,21,W ,109.625,101.625,83.5,0.489375,55.5,0.507625,28,0.4505,20.25,0.721375,88.125,0.461375,64.75,0.5055,23.375,0.340375,16.875,0.703125
707,707,2017128,2017,MIL,BOS,1468.056048,1574.203382,0.491154198,0.508845802,108,112,Boston,42,22,17,21,120,113,26,20,29,-140,217,-2.5,A,3333,2,L ,109.25,109.75,83,0.486375,62.375,0.509,20.625,0.42725,25.875,0.775875,80.875,0.48025,49.25,0.53975,31.625,0.395875,25.125,0.793125,707,2017128,2017,MIL,BOS,1468.056048,1574.203382,0.491154198,0.508845802,108,112,Boston,42,22,17,21,120,113,26,20,29,-140,217,-2.5,A,3333,2,L ,111.875,110.875,86,0.4645,60.125,0.50175,25.875,0.390125,27,0.8245,86.5,0.447875,49.75,0.5305,36.75,0.332,24.875,0.844125
709,709,2017128,2017,MIN,BRK,1455.774881,1291.098513,0.821067935,0.178932065,129,109,Brooklyn,26,29,23,31,500,115,30,29,37,-650,221,-11,H,3334,0,W ,105,99.75,83,0.484625,62.75,0.525375,20.25,0.359375,22.375,0.781125,81,0.46075,56.25,0.507875,24.75,0.346625,21.375,0.786375,709,2017128,2017,MIN,BRK,1455.774881,1291.098513,0.821067935,0.178932065,129,109,Brooklyn,26,29,23,31,500,115,30,29,37,-650,221,-11,H,3334,0,W ,118.875,111.125,91.625,0.4925,66,0.53025,25.625,0.397625,22.5,0.825625,84.875,0.471125,52.875,0.4895,32,0.43225,20.625,0.8185
711,711,2017128,2017,PHO,DEN,1400.446428,1496.102087,0.506251684,0.493748316,112,123,Denver,21,38,36,28,140,111.5,28,22,29,-160,227.5,-3.5,A,3335,3,L ,106.75,107.5,83.5,0.472,62,0.5095,21.5,0.371375,24.5,0.825125,82.625,0.4745,57.25,0.524125,25.375,0.359125,25.625,0.772875,711,2017128,2017,PHO,DEN,1400.446428,1496.102087,0.506251684,0.493748316,112,123,Denver,21,38,36,28,140,111.5,28,22,29,-160,227.5,-3.5,A,3335,3,L ,116.375,111.875,90.5,0.493375,64.25,0.542,26.25,0.379875,22.375,0.77375,89.125,0.46575,59.75,0.536125,29.375,0.328375,25.625,0.754
710,710,2017128,2017,UTA,MEM,1593.998517,1535.730185,0.7132182,0.2867818,95,102,Memphis,26,26,28,22,295,94.5,16,31,21,-360,191,-7.5,A,3336,7,L ,101.25,93.625,78.25,0.47,52.375,0.532375,25.875,0.33575,25.375,0.724875,81.75,0.439875,59.375,0.471,22.375,0.364625,17.875,0.777625,710,2017128,2017,UTA,MEM,1593.998517,1535.730185,0.7132182,0.2867818,95,102,Memphis,26,26,28,22,295,94.5,16,31,21,-360,191,-7.5,A,3336,7,L ,108.625,106.625,78,0.46825,47.75,0.538,30.25,0.35725,31.625,0.7995,84.5,0.456375,57,0.504875,27.5,0.357625,25.5,0.772875
712,712,2017129,2017,ATL,NYK,1502.202957,1436.425797,0.721977121,0.278022879,142,139,NewYork,37,28,16,23,210,103.5,31,22,21,-250,209.5,-6,H,3337,23,W ,108.875,108.125,89.875,0.45,62.75,0.478625,27.125,0.381125,24.875,0.726,89,0.452375,57.375,0.489,31.625,0.38175,20,0.80525,712,2017129,2017,ATL,NYK,1502.202957,1436.425797,0.721977121,0.278022879,142,139,NewYork,37,28,16,23,210,103.5,31,22,21,-250,209.5,-6,H,3337,23,W ,112.75,110.375,90.875,0.452125,64.375,0.5005,26.5,0.339125,27.25,0.82275,90.875,0.455875,62.625,0.489625,28.25,0.371125,22,0.8085
718,718,2017129,2017,CHI,PHI,1455.222948,1385.511348,0.726500326,0.273499674,121,108,Philadelphia,23,34,30,21,250,99.5,30,29,25,-300,205.5,-7,H,3338,3,W ,105.875,106.375,88.375,0.434375,69.375,0.45025,19,0.380125,27.25,0.796,85.625,0.47525,58.875,0.525625,26.75,0.3615,19.75,0.768125,718,2017129,2017,CHI,PHI,1455.222948,1385.511348,0.726500326,0.273499674,121,108,Philadelphia,23,34,30,21,250,99.5,30,29,25,-300,205.5,-7,H,3338,3,W ,110,107,87.5,0.468375,64.125,0.488,23.375,0.406375,24.625,0.747875,84.625,0.44525,54.75,0.4805,29.875,0.3795,25.875,0.78675
713,713,2017129,2017,CLE,OKC,1613.79887,1603.282109,0.653890705,0.346109295,107,91,OklahomaCity,24,21,20,26,290,0,37,22,27,-350,217,-7.5,H,3339,4,W ,110.5,106.25,87.25,0.47175,53.125,0.552625,34.125,0.3435,24.5,0.6695,90.125,0.4505,61.625,0.4945,28.5,0.355875,18.125,0.809375,713,2017129,2017,CLE,OKC,1613.79887,1603.282109,0.653890705,0.346109295,107,91,OklahomaCity,24,21,20,26,290,0,37,22,27,-350,217,-7.5,H,3339,4,W ,107,102.125,86.125,0.464,62.625,0.505875,23.5,0.354,24,0.785875,88.375,0.43875,63,0.499,25.375,0.285375,22.5,0.7735
715,715,2017129,2017,IND,HOU,1490.018941,1626.407219,0.447823697,0.552176303,120,101,Houston,20,23,27,31,-170,6.5,24,33,30,150,228.5,3.5,H,3340,3,W ,113.5,104.875,84.75,0.4965,62.125,0.549,22.625,0.352125,25.125,0.834625,83.75,0.446375,53.625,0.492375,30.125,0.3655,24.125,0.80725,715,2017129,2017,IND,HOU,1490.018941,1626.407219,0.447823697,0.552176303,120,101,Houston,20,23,27,31,-170,6.5,24,33,30,150,228.5,3.5,H,3340,3,W ,115,113.875,86.125,0.5005,57.25,0.576375,28.875,0.3405,24.625,0.800125,83.375,0.46625,45.5,0.55725,37.875,0.35475,28.25,0.816875
716,716,2017129,2017,NOP,WAS,1423.08479,1580.279611,0.418425589,0.581574411,94,107,Washington,29,28,17,33,-115,105,17,33,21,-105,221.5,1,A,3341,2,L ,109,109.75,92,0.450875,59.25,0.484875,32.75,0.393375,18.375,0.726375,89,0.454625,61.375,0.479875,27.625,0.402375,21.375,0.82625,716,2017129,2017,NOP,WAS,1423.08479,1580.279611,0.418425589,0.581574411,94,107,Washington,29,28,17,33,-115,105,17,33,21,-105,221.5,1,A,3341,2,L ,104.125,109.125,84.625,0.45075,54.25,0.499625,30.375,0.359375,21.375,0.779875,89.75,0.477375,61.875,0.52325,27.875,0.38425,17.125,0.768875
719,719,2017129,2017,POR,GSW,1502.491893,1781.522879,0.262970666,0.737029334,111,113,GoldenState,33,20,31,29,-250,3,26,24,37,210,224.5,6,A,3342,1,L ,110.375,105.5,88.375,0.47475,59.125,0.520625,29.25,0.37425,19.75,0.775125,85.625,0.436375,58.875,0.4755,26.75,0.355125,26,0.818625,719,2017129,2017,POR,GSW,1502.491893,1781.522879,0.262970666,0.737029334,111,113,GoldenState,33,20,31,29,-250,3,26,24,37,210,224.5,6,A,3342,1,L ,106.625,114.375,89.625,0.452125,60.25,0.51175,29.375,0.32975,22.875,0.710625,83.75,0.492875,52.5,0.568875,31.25,0.358375,24.875,0.814375
717,717,2017129,2017,SAS,DAL,1700.933176,1436.728882,0.890565304,0.109434696,101,105,Dallas,27,22,28,28,650,94,31,22,20,-1000,195.5,-12,A,3343,11,L ,113,98.375,83.375,0.503875,59.25,0.52825,24.125,0.439625,23.25,0.79975,81.875,0.439,59.875,0.479125,22,0.3345,23.625,0.821875,717,2017129,2017,SAS,DAL,1700.933176,1436.728882,0.890565304,0.109434696,101,105,Dallas,27,22,28,28,650,94,31,22,20,-1000,195.5,-12,A,3343,11,L ,101.625,100.25,76.375,0.491875,55.875,0.52725,20.5,0.4105,24.75,0.74975,83.5,0.460375,52.375,0.49925,31.125,0.395625,14.125,0.791875
714,714,2017129,2017,TOR,ORL,1568.366063,1389.379465,0.832851951,0.167148049,113,114,Orlando,27,33,22,32,500,102.5,15,27,35,-700,211.5,-11,A,3344,10,L ,113.5,109,85.125,0.473125,59.875,0.516,25.25,0.3725,27.875,0.83725,83.375,0.467875,55.625,0.51775,27.75,0.3685,26.125,0.794625,714,2017129,2017,TOR,ORL,1568.366063,1389.379465,0.832851951,0.167148049,113,114,Orlando,27,33,22,32,500,102.5,15,27,35,-700,211.5,-11,A,3344,10,L ,115.375,104.375,86.625,0.498625,56.25,0.575125,30.375,0.351125,24,0.769625,86.125,0.46025,59.875,0.509375,26.25,0.357375,21.625,0.754125
723,723,2017130,2017,BOS,DET,1580.38546,1470.697562,0.769778437,0.230221563,113,109,Detroit,25,21,24,39,195,107,28,25,34,-230,216.5,-5.5,H,3345,10,W ,116.5,109.25,88.375,0.474375,53.125,0.52775,35.25,0.395625,21.625,0.867375,90,0.45775,63.125,0.516625,26.875,0.32775,23.875,0.761375,723,2017130,2017,BOS,DET,1580.38546,1470.697562,0.769778437,0.230221563,113,109,Detroit,25,21,24,39,195,107,28,25,34,-230,216.5,-5.5,H,3345,10,W ,110.625,103,82.75,0.488875,54,0.502625,28.75,0.46275,21.25,0.732375,89.75,0.464625,66.875,0.5155,22.875,0.318,17.875,0.67625
724,724,2017130,2017,DAL,CLE,1452.624938,1622.739971,0.400444211,0.599555789,104,97,Cleveland,29,21,20,27,-185,5.5,29,26,23,165,208,4.5,H,3346,3,W ,103,96,82.375,0.456625,51.625,0.517,30.75,0.350125,19.875,0.858,81.75,0.433625,58.125,0.474125,23.625,0.335875,21.875,0.78625,724,2017130,2017,DAL,CLE,1452.624938,1622.739971,0.400444211,0.599555789,104,97,Cleveland,29,21,20,27,-185,5.5,29,26,23,165,208,4.5,H,3346,3,W ,111,105.5,86.75,0.4835,55.375,0.554625,31.375,0.355,20.5,0.783875,85,0.43275,51.5,0.490625,33.5,0.34425,26.25,0.78425
721,721,2017130,2017,MIA,BRK,1478.832518,1286.26092,0.843456909,0.156543091,104,96,Brooklyn,32,20,25,19,310,114,28,28,20,-370,218.5,-7.5,H,3347,3,W ,104.25,101.125,80.875,0.476875,54.5,0.500875,26.375,0.425625,23.375,0.689125,85.375,0.459625,60.125,0.52875,25.25,0.297375,21.5,0.69,721,2017130,2017,MIA,BRK,1478.832518,1286.26092,0.843456909,0.156543091,104,96,Brooklyn,32,20,25,19,310,114,28,28,20,-370,218.5,-7.5,H,3347,3,W ,119.25,110.75,90.875,0.50225,63.625,0.539375,27.25,0.421625,21.75,0.786375,85,0.4705,53.75,0.501625,31.25,0.40075,21.375,0.827
