,Unnamed: 0,Date,season,h_team,a_team,elo1_pre,elo2_pre,elo_prob1,elo_prob2,h_final,a_final,Team,1st,2nd,3rd,4th,ML,h_1st,h_2nd,h_3rd,h_4th,h_ML,total,h_spread,winner,ranker,lead_changes,w_l,h_Home_Scorerol,h_Away_Scorerol,h_fgarol,h_fg_pctrol,h_fg2arol,h_fg2_pctrol,h_fg3arol,h_fg3_pctrol,h_ftarol,h_ft_pctrol,h_opp_fgarol,h_opp_fg_pctrol,h_opp_fg2arol,h_opp_fg2_pctrol,h_opp_fg3arol,h_opp_fg3_pctrol,h_opp_ftarol,h_opp_ft_pctrol,Unnamed: 0,Date,season,h_team,a_team,elo1_pre,elo2_pre,elo_prob1,elo_prob2,h_final,a_final,Team,1st,2nd,3rd,4th,ML,h_1st,h_2nd,h_3rd,h_4th,h_ML,total,h_spread,winner,ranker,lead_changes,w_l,Home_Scorerol,Away_Scorerol,fgarol,fg_pctrol,fg2arol,fg2_pctrol,fg3arol,fg3_pctrol,ftarol,ft_pctrol,opp_fgarol,opp_fg_pctrol,opp_fg2arol,opp_fg2_pctrol,opp_fg3arol,opp_fg3_pctrol,opp_ftarol,opp_ft_pctrol
237,237,20181118,2019,SAS,GSW,1494.050029,1658.817593,0.407856872,0.592143128,104,92,GoldenState,27,21,22,22,135,33,23,23,25,-155,212.5,-3,H,5485,4,W ,106.25,103.875,89,0.446375,66.25,0.468,22.75,0.37525,22.25,0.816625,87.375,0.452625,57.625,0.516625,29.75,0.326,21,0.73375,237,20181118,2019,SAS,GSW,1494.050029,1658.817593,0.407856872,0.592143128,104,92,GoldenState,27,21,22,22,135,33,23,23,25,-155,212.5,-3,H,5485,4,W ,110.25,112.25,89.125,0.44975,55,0.5215,34.125,0.3265,26.75,0.706125,87.625,0.478875,56.625,0.55225,31,0.33325,21.125,0.812
236,236,20181118,2019,WAS,POR,1441.132312,1600.807865,0.414954658,0.585045342,109,119,Portland,32,30,29,28,-125,25,16,29,39,105,221,1.5,A,5486,0,L ,111.625,112.125,86.625,0.461,56.125,0.5425,30.5,0.303125,30.25,0.724125,88.25,0.454625,58.625,0.51175,29.625,0.334,28.375,0.768625,236,20181118,2019,WAS,POR,1441.132312,1600.807865,0.414954658,0.585045342,109,119,Portland,32,30,29,28,-125,25,16,29,39,105,221,1.5,A,5486,0,L ,,,,,,,,,,,,,,,,,,
242,242,20181119,2019,ATL,LAC,1329.141028,1574.623461,0.30206912,0.69793088,119,127,LAClippers,29,32,28,38,-275,34,30,32,23,225,232.5,6.5,A,5487,10,L ,,,,,,,,,,,,,,,,,,,242,20181119,2019,ATL,LAC,1329.141028,1574.623461,0.30206912,0.69793088,119,127,LAClippers,29,32,28,38,-275,34,30,32,23,225,232.5,6.5,A,5487,10,L ,116,118,94.25,0.444875,67,0.470375,27.25,0.37825,28.125,0.783375,86.125,0.475375,62.25,0.506375,23.875,0.39275,33.125,0.809875
241,241,20181119,2019,CHO,BOS,1513.261379,1571.604493,0.559663453,0.440336547,117,112,Boston,24,32,31,25,-180,29,25,30,33,150,217.5,3.5,H,5488,18,W ,119.25,109.125,91.25,0.491875,57.25,0.55925,34,0.379,21.125,0.805375,87.625,0.45825,55.375,0.531375,32.25,0.330625,23,0.791875,241,20181119,2019,CHO,BOS,1513.261379,1571.604493,0.559663453,0.440336547,117,112,Boston,24,32,31,25,-180,29,25,30,33,150,217.5,3.5,H,5488,18,W ,106.25,106.875,88,0.446875,53.375,0.527,34.625,0.327,22.375,0.750375,89.25,0.439125,52.125,0.49175,37.125,0.35575,20,0.764
239,239,20181119,2019,DET,CLE,1486.717226,1437.001656,0.70304329,0.29695671,113,102,Cleveland,27,19,23,33,400,38,28,27,20,-550,213.5,-9.5,H,5489,0,W ,,,,,,,,,,,,,,,,,,,239,20181119,2019,DET,CLE,1486.717226,1437.001656,0.70304329,0.29695671,113,102,Cleveland,27,19,23,33,400,38,28,27,20,-550,213.5,-9.5,H,5489,0,W ,114.5,102.375,87.25,0.494375,56.5,0.566875,30.75,0.36625,22.25,0.778125,84.375,0.452125,62.125,0.4885,22.25,0.352625,24.125,0.765375
238,238,20181119,2019,IND,UTA,1567.309174,1573.16069,0.632268766,0.367731234,121,94,Utah,19,28,23,24,-180,32,25,29,35,150,205.5,4,H,5490,2,W ,104,98.5,87.25,0.448875,60.25,0.47025,27,0.40875,20.875,0.705875,82.625,0.439625,47.875,0.497875,34.75,0.370875,17.5,0.761875,238,20181119,2019,IND,UTA,1567.309174,1573.16069,0.632268766,0.367731234,121,94,Utah,19,28,23,24,-180,32,25,29,35,150,205.5,4,H,5490,2,W ,107.625,98.625,85.125,0.489125,58.375,0.555375,26.75,0.3535,23,0.666375,82.625,0.439625,52.875,0.521625,29.75,0.29875,25.625,0.677
243,243,20181119,2019,MEM,DAL,1472.657653,1454.631964,0.663607109,0.336392891,98,88,Dallas,21,28,25,14,135,25,28,21,24,-155,200.5,-3,H,5491,17,W ,106.75,98.625,81.25,0.4805,55,0.526125,26.25,0.383125,24.625,0.769375,81.5,0.43625,49.25,0.508375,32.25,0.32575,23.125,0.75125,243,20181119,2019,MEM,DAL,1472.657653,1454.631964,0.663607109,0.336392891,98,88,Dallas,21,28,25,14,135,25,28,21,24,-155,200.5,-3,H,5491,17,W ,111,103.125,86.875,0.469,57.375,0.49875,29.5,0.424,21.75,0.824375,86,0.43025,54.125,0.4895,31.875,0.33675,24.5,0.74525
244,244,20181119,2019,MIL,DEN,1621.690731,1574.982969,0.699415856,0.300584144,104,98,Denver,29,27,21,21,200,25,21,32,26,-250,224.5,-5.5,H,5492,15,W ,121,106,90.875,0.47725,49.875,0.573625,41,0.357125,24.375,0.788125,95.125,0.423,58,0.49225,37.125,0.320875,19.75,0.7305,244,20181119,2019,MIL,DEN,1621.690731,1574.982969,0.699415856,0.300584144,104,98,Denver,29,27,21,21,200,25,21,32,26,-250,224.5,-5.5,H,5492,15,W ,,,,,,,,,,,,,,,,,,
245,245,20181119,2019,NOP,SAS,1581.338548,1508.583687,0.729967348,0.270032652,140,126,SanAntonio,39,28,30,29,260,30,38,40,32,-330,222,-7.5,H,5493,7,W ,120.5,114.75,94.25,0.472625,66.625,0.52575,27.625,0.349,27.625,0.7875,92.75,0.461125,60.75,0.517875,32,0.351875,22.875,0.766375,245,20181119,2019,NOP,SAS,1581.338548,1508.583687,0.729967348,0.270032652,140,126,SanAntonio,39,28,30,29,260,30,38,40,32,-330,222,-7.5,H,5493,7,W ,115.5,111.375,91.375,0.491875,62.5,0.54075,28.875,0.38325,18.75,0.768625,92.5,0.444875,65.625,0.466625,26.875,0.37925,23.375,0.8225
240,240,20181119,2019,PHI,PHO,1582.684988,1303.322996,0.898783752,0.101216248,119,114,Phoenix,36,26,24,28,600,26,31,35,27,-900,219.5,-11,H,5494,3,W ,116.25,109.375,88.125,0.45375,57.375,0.497625,30.75,0.3795,31.5,0.801125,91.625,0.4275,60.5,0.4825,31.125,0.319875,30.25,0.708,240,20181119,2019,PHI,PHO,1582.684988,1303.322996,0.898783752,0.101216248,119,114,Phoenix,36,26,24,28,600,26,31,35,27,-900,219.5,-11,H,5494,3,W ,,,,,,,,,,,,,,,,,,
246,246,20181119,2019,SAC,OKC,1442.274723,1587.710252,0.434983231,0.565016769,117,113,OklahomaCity,24,32,29,28,-200,37,32,15,33,170,227,5,H,5495,2,W ,107.875,108,92,0.4525,65,0.486,27,0.365125,21.25,0.682125,92,0.438875,57.375,0.510375,34.625,0.32525,22.125,0.740125,246,20181119,2019,SAC,OKC,1442.274723,1587.710252,0.434983231,0.565016769,117,113,OklahomaCity,24,32,29,28,-200,37,32,15,33,170,227,5,H,5495,2,W ,106,106.375,88.125,0.452,56.875,0.50375,31.25,0.3585,20.25,0.7735,92.75,0.423875,59.625,0.50025,33.125,0.2845,25.875,0.719375
250,250,20181120,2019,MIA,BRK,1456.240472,1456.014389,0.640364773,0.359635227,92,104,Brooklyn,20,19,35,30,125,13,29,35,15,-145,215,-2.5,A,5496,4,L ,105.375,111.125,89.125,0.42425,56,0.457625,33.125,0.36975,25.375,0.706125,88.375,0.451875,60,0.485,28.375,0.3785,27.5,0.77075,250,20181120,2019,MIA,BRK,1456.240472,1456.014389,0.640364773,0.359635227,92,104,Brooklyn,20,19,35,30,125,13,29,35,15,-145,215,-2.5,A,5496,4,L ,107,107.375,88.5,0.451,66.125,0.488,22.375,0.332875,25.5,0.792,89.75,0.427125,54.125,0.49175,35.625,0.320125,26.625,0.719375
249,249,20181120,2019,NYK,POR,1361.419553,1609.027837,0.29949546,0.70050454,114,118,Portland,33,25,31,29,-300,35,25,25,29,240,221,7,A,5497,15,L ,107.625,111.25,90.5,0.43325,60.625,0.475375,29.875,0.348875,24.125,0.790125,89.25,0.470875,56.875,0.533125,32.375,0.355125,20,0.78525,249,20181120,2019,NYK,POR,1361.419553,1609.027837,0.29949546,0.70050454,114,118,Portland,33,25,31,29,-300,35,25,25,29,240,221,7,A,5497,15,L ,109.125,112,91.5,0.452375,60,0.4885,31.5,0.38575,21.125,0.69125,86.875,0.46525,57.75,0.504375,29.125,0.385,23.75,0.836375
248,248,20181120,2019,ORL,TOR,1418.348789,1624.081523,0.352368001,0.647631999,91,93,Toronto,29,18,26,20,-330,17,20,38,16,260,219,7,A,5498,12,L ,109.125,108,86.375,0.48475,57.5,0.554125,28.875,0.344625,19,0.798875,86,0.472,57.25,0.5205,28.75,0.381625,20.875,0.761875,248,20181120,2019,ORL,TOR,1418.348789,1624.081523,0.352368001,0.647631999,91,93,Toronto,29,18,26,20,-330,17,20,38,16,260,219,7,A,5498,12,L ,105.25,113.25,87.625,0.448625,58.625,0.513875,29,0.311875,23.625,0.731875,91.25,0.4795,56.25,0.585125,35,0.311375,18.75,0.834625
247,247,20181120,2019,WAS,LAC,1432.91234,1579.536779,0.433301938,0.566698062,125,118,LAClippers,40,33,22,23,-110,21,33,32,39,-110,233.5,0,H,5499,6,W ,113.25,112.75,88.125,0.456125,56,0.5345,32.125,0.311125,30.25,0.73375,87.25,0.47025,58.625,0.53,28.625,0.342,26.375,0.780875,247,20181120,2019,WAS,LAC,1432.91234,1579.536779,0.433301938,0.566698062,125,118,LAClippers,40,33,22,23,-110,21,33,32,39,-110,233.5,0,H,5499,6,W ,117.125,119.125,94.25,0.444875,65.125,0.47125,29.125,0.388625,28,0.79225,86.375,0.481125,61.625,0.509875,24.75,0.412375,32,0.812125
254,254,20181121,2019,ATL,TOR,1324.22771,1627.221144,0.237121857,0.762878143,108,124,Toronto,29,26,31,38,-400,24,20,29,35,300,225,8,A,5500,0,L ,109.625,119,89.375,0.43625,54.25,0.510875,35.125,0.3115,27.125,0.772125,89.25,0.46925,53.375,0.535125,35.875,0.367375,29.5,0.73375,254,20181121,2019,ATL,TOR,1324.22771,1627.221144,0.237121857,0.762878143,108,124,Toronto,29,26,31,38,-400,24,20,29,35,300,225,8,A,5500,0,L ,103.25,115.125,87.75,0.444,59.875,0.514875,27.875,0.293875,23.5,0.7305,89.625,0.49875,56.625,0.596375,33,0.33375,18.125,0.82875
253,253,20181121,2019,BOS,NYK,1565.606744,1358.031408,0.854525553,0.145474447,109,117,NewYork,26,39,19,33,1000,18,31,20,40,-2000,215.5,-14.5,A,5501,0,L ,106.125,101.375,91.375,0.43725,55.25,0.511625,36.125,0.31125,19.75,0.75975,87.625,0.433875,57.625,0.505875,30,0.303,21.5,0.772,253,20181121,2019,BOS,NYK,1565.606744,1358.031408,0.854525553,0.145474447,109,117,NewYork,26,39,19,33,1000,18,31,20,40,-2000,215.5,-14.5,A,5501,0,L ,118.25,112.25,88.75,0.480875,56.25,0.55775,32.5,0.348375,29.25,0.7525,89,0.46925,61.25,0.540125,27.75,0.3115,26.25,0.768125
259,259,20181121,2019,CHI,PHO,1331.236513,1302.230088,0.67756866,0.32243134,124,116,Phoenix,28,41,24,23,-120,25,39,30,30,100,217.5,1,H,5502,8,W ,103.5,112.375,85.5,0.445625,57.25,0.491,28.25,0.354,22,0.794625,90,0.47825,57.25,0.555,32.75,0.344875,19.5,0.76825,259,20181121,2019,CHI,PHO,1331.236513,1302.230088,0.67756866,0.32243134,124,116,Phoenix,28,41,24,23,-120,25,39,30,30,100,217.5,1,H,5502,8,W ,119.5,103.75,85,0.511375,58.25,0.57675,26.75,0.371375,28.375,0.818125,84.875,0.45225,52.125,0.551125,32.75,0.293875,21.5,0.8255
252,252,20181121,2019,CHO,IND,1519.259128,1581.165848,0.554602017,0.445397983,127,109,Indiana,30,30,24,25,142,35,33,37,22,-165,215.5,-3.5,H,5503,7,W ,121.125,108.625,89.75,0.5065,56.875,0.5675,32.875,0.404,21.125,0.833875,87.5,0.4575,55.375,0.53625,32.125,0.32075,22.625,0.81575,252,20181121,2019,CHO,IND,1519.259128,1581.165848,0.554602017,0.445397983,127,109,Indiana,30,30,24,25,142,35,33,37,22,-165,215.5,-3.5,H,5503,7,W ,106.75,107.75,82.5,0.4615,53,0.496125,29.5,0.409125,22.625,0.83975,82.75,0.5095,57.875,0.56775,24.875,0.356875,20.125,0.763375
255,255,20181121,2019,CLE,LAL,1431.161364,1526.112216,0.507265797,0.492734203,105,109,LALakers,24,25,32,28,-500,28,24,29,24,375,221.5,9,A,5504,20,L ,104.375,108.875,90.375,0.438,65.125,0.467125,25.25,0.353625,19.25,0.852,85.375,0.484,54.375,0.543625,31,0.361625,21.375,0.7475,255,20181121,2019,CLE,LAL,1431.161364,1526.112216,0.507265797,0.492734203,105,109,LALakers,24,25,32,28,-500,28,24,29,24,375,221.5,9,A,5504,20,L ,109.375,113.875,93.875,0.44125,64.625,0.494375,29.25,0.317125,21.75,0.7995,92.25,0.47975,62.875,0.533375,29.375,0.364,21.5,0.685
261,261,20181121,2019,DAL,BRK,1448.252474,1472.216318,0.607710683,0.392289317,119,113,Brooklyn,32,18,31,32,180,34,27,24,34,-220,215,-5,H,5505,4,W ,113,103.25,83.125,0.489,51.125,0.5555,32,0.384125,26.625,0.755125,87.125,0.45075,55.125,0.52925,32,0.32025,20.5,0.73875,261,20181121,2019,DAL,BRK,1448.252474,1472.216318,0.607710683,0.392289317,119,113,Brooklyn,32,18,31,32,180,34,27,24,34,-220,215,-5,H,5505,4,W ,107.25,107.125,86,0.45575,63.125,0.49575,22.875,0.334875,27.375,0.793375,89.25,0.428125,53.375,0.50725,35.875,0.302375,27.375,0.72525
263,263,20181121,2019,GSW,OKC,1644.283936,1580.293932,0.719907403,0.280092597,95,123,OklahomaCity,23,37,27,36,-110,18,28,33,16,-110,223.5,0,A,5506,3,L ,117.5,112.875,86.75,0.499875,58.875,0.53975,27.875,0.419875,23.5,0.819,92.75,0.459625,58.375,0.54225,34.375,0.31825,22,0.743875,263,20181121,2019,GSW,OKC,1644.283936,1580.293932,0.719907403,0.280092597,95,123,OklahomaCity,23,37,27,36,-110,18,28,33,16,-110,223.5,0,A,5506,3,L ,104.375,109.25,86.625,0.451,55,0.5075,31.625,0.355,21,0.738875,94.625,0.438625,61.75,0.513875,32.875,0.297125,23.125,0.704875
256,256,20181121,2019,HOU,DET,1610.733073,1492.557517,0.778322866,0.221677134,126,124,Detroit,29,28,26,41,350,31,25,37,33,-450,214.5,-9,H,5507,7,W ,109.875,111.625,85.875,0.443625,42.625,0.544875,43.25,0.349125,25.5,0.755375,84.5,0.473875,57.875,0.513125,26.625,0.381625,26,0.8055,256,20181121,2019,HOU,DET,1610.733073,1492.557517,0.778322866,0.221677134,126,124,Detroit,29,28,26,41,350,31,25,37,33,-450,214.5,-9,H,5507,7,W ,111,112.25,83.875,0.467375,55.5,0.550375,28.375,0.30325,30.125,0.77725,91,0.435375,55.375,0.4935,35.625,0.338125,27.375,0.748875
258,258,20181121,2019,MIL,POR,1625.851114,1612.415982,0.657682834,0.342317166,143,100,Portland,20,30,29,21,260,31,41,37,34,-330,226.5,-7.5,H,5508,0,W ,123.375,104.375,92.375,0.484625,50.75,0.5945,41.625,0.345625,23.5,0.802625,94.375,0.411875,55.75,0.489875,38.625,0.30525,21.375,0.72475,258,20181121,2019,MIL,POR,1625.851114,1612.415982,0.657682834,0.342317166,143,100,Portland,20,30,29,21,260,31,41,37,34,-330,226.5,-7.5,H,5508,0,W ,112.75,108.5,94.25,0.455875,60.875,0.502625,33.375,0.377375,20.75,0.69425,87.625,0.442,56.75,0.487375,30.875,0.361625,24,0.838
257,257,20181121,2019,MIN,DEN,1492.51597,1570.822586,0.531178782,0.468821218,101,103,Denver,23,27,35,18,-110,25,31,18,27,-110,220.5,0,A,5509,15,L ,109.25,110.25,89.625,0.44975,59.5,0.477625,30.125,0.399125,22.5,0.784125,93.375,0.45375,58.5,0.50225,34.875,0.3745,18.375,0.6925,257,20181121,2019,MIN,DEN,1492.51597,1570.822586,0.531178782,0.468821218,101,103,Denver,23,27,35,18,-110,25,31,18,27,-110,220.5,0,A,5509,15,L ,104.5,105.25,84.875,0.44275,57,0.4925,27.875,0.3435,23.875,0.814625,90.375,0.4485,59.625,0.513,30.75,0.322,18.5,0.74475
251,251,20181121,2019,PHI,NOP,1583.777895,1587.441277,0.63519247,0.36480753,121,120,NewOrleans,23,34,30,33,145,38,29,29,25,-170,237.5,-3.5,H,5510,1,W ,116.875,110,88.625,0.45,58.375,0.501875,30.25,0.35825,33.5,0.79925,92.625,0.424125,61.375,0.48825,31.25,0.29675,31.625,0.706125,251,20181121,2019,PHI,NOP,1583.777895,1587.441277,0.63519247,0.36480753,121,120,NewOrleans,23,34,30,33,145,38,29,29,25,-170,237.5,-3.5,H,5510,1,W ,118.5,113.5,92.875,0.462625,60.625,0.500625,32.25,0.38975,25.125,0.811125,90,0.473,62.125,0.5325,27.875,0.341375,26,0.7125
260,260,20181121,2019,SAS,MEM,1502.480958,1479.037143,0.670533662,0.329466338,103,104,Memphis,30,31,20,23,135,32,27,18,26,-155,199.5,-3,A,5511,22,L ,105.125,103.375,87.625,0.446,65.25,0.473125,22.375,0.36,22.375,0.8345,86.125,0.459125,55.625,0.528625,30.5,0.3265,20.25,0.72975,260,20181121,2019,SAS,MEM,1502.480958,1479.037143,0.670533662,0.329466338,103,104,Memphis,30,31,20,23,135,32,27,18,26,-155,199.5,-3,A,5511,22,L ,100.375,101.875,78.75,0.448375,50.25,0.503,28.5,0.367625,25.375,0.784625,82.25,0.450625,53.5,0.5,28.75,0.35825,24.125,0.751
262,262,20181121,2019,UTA,SAC,1559.304015,1449.691043,0.769701992,0.230298008,110,119,Sacramento,34,26,24,35,400,23,31,29,27,-550,222.5,-9.5,A,5512,7,L ,,,,,,,,,,,,,,,,,,,262,20181121,2019,UTA,SAC,1559.304015,1449.691043,0.769701992,0.230298008,110,119,Sacramento,34,26,24,35,400,23,31,29,27,-550,222.5,-9.5,A,5512,7,L ,118.875,116.5,89.75,0.474625,51,0.578,38.75,0.347625,27.125,0.756625,91.375,0.491375,61,0.5415,30.375,0.394,22.5,0.65675
270,270,20181123,2019,ATL,BOS,1318.491969,1545.025515,0.325549087,0.674450913,96,114,Boston,45,16,21,32,-350,23,22,19,32,281,223.5,8,A,5513,0,L ,107.75,120.25,88.125,0.439375,53.375,0.53775,34.75,0.2835,26.875,0.769625,89.25,0.47475,53.375,0.5425,35.875,0.3705,28.875,0.758125,270,20181123,2019,ATL,BOS,1318.491969,1545.025515,0.325549087,0.674450913,96,114,Boston,45,16,21,32,-350,23,22,19,32,281,223.5,8,A,5513,0,L ,106.375,108.5,86.375,0.451625,50.875,0.548875,35.5,0.317125,22.875,0.766625,89.875,0.448875,51.75,0.512,38.125,0.353375,18.5,0.774375
264,264,20181123,2019,BRK,MIN,1466.497269,1487.292144,0.61205091,0.38794909,102,112,Minnesota,22,32,35,23,-125,26,23,23,30,105,221.5,2,A,5514,5,L ,112.75,114.875,90.125,0.456375,56,0.507375,34.125,0.376875,23.875,0.7395,87.375,0.47625,58.5,0.550625,28.875,0.334625,28.125,0.802125,264,20181123,2019,BRK,MIN,1466.497269,1487.292144,0.61205091,0.38794909,102,112,Minnesota,22,32,35,23,-125,26,23,23,30,105,221.5,2,A,5514,5,L ,117,107.75,89.25,0.474,53.5,0.555,35.75,0.361875,23.875,0.808375,92,0.4305,61.625,0.455625,30.375,0.364875,22.25,0.791
271,271,20181123,2019,CHI,MIA,1336.543694,1440.038543,0.494970678,0.505029322,96,103,Miami,28,32,18,25,-170,26,13,30,27,148,213,4,A,5515,5,L ,100,106.625,85.5,0.431,58.125,0.469875,27.375,0.346,20.25,0.836125,88.875,0.462375,57.5,0.5475,31.375,0.315,20.125,0.7535,271,20181123,2019,CHI,MIA,1336.543694,1440.038543,0.494970678,0.505029322,96,103,Miami,28,32,18,25,-170,26,13,30,27,148,213,4,A,5515,5,L ,110.125,109.875,90.625,0.44775,62,0.49275,28.625,0.3485,26.125,0.767,91.125,0.441,57.875,0.49625,33.25,0.344375,25.75,0.717
275,275,20181123,2019,DEN,ORL,1576.046412,1415.209169,0.81779807,0.18220193,112,87,Orlando,19,22,27,19,317,21,33,26,32,-400,210,-8.5,H,5516,5,W ,113.375,103.5,88.125,0.4825,58.5,0.5345,29.625,0.368625,22.75,0.76075,83,0.464875,50,0.563625,33,0.327625,22.875,0.713,275,20181123,2019,DEN,ORL,1576.046412,1415.209169,0.81779807,0.18220193,112,87,Orlando,19,22,27,19,317,21,33,26,32,-400,210,-8.5,H,5516,5,W ,,,,,,,,,,,,,,,,,,
266,266,20181123,2019,DET,HOU,1490.733631,1612.556959,0.468634945,0.531365055,116,111,Houston,30,26,23,19,-180,34,27,17,20,155,216,3.5,H,5517,14,W ,110.25,111.25,94.125,0.4355,60.875,0.510625,33.25,0.298,25.5,0.75725,89.375,0.46475,58.875,0.53325,30.5,0.336875,24.25,0.761,266,20181123,2019,DET,HOU,1490.733631,1612.556959,0.468634945,0.531365055,116,111,Houston,30,26,23,19,-180,34,27,17,20,155,216,3.5,H,5517,14,W ,102.125,101.75,79.875,0.455625,52.5,0.525875,27.375,0.32875,26.25,0.76925,84,0.4405,44.125,0.562,39.875,0.31925,21.125,0.7495
276,276,20181123,2019,GSW,POR,1609.816346,1594.514903,0.660097437,0.339902563,125,97,Portland,27,17,29,24,-107,24,35,33,33,-114,218.5,-1,H,5518,9,W ,115.125,109.75,85.875,0.4985,58.125,0.532375,27.75,0.429375,22.375,0.79775,92.75,0.45425,60.625,0.52125,32.125,0.329375,21.25,0.695875,276,20181123,2019,GSW,POR,1609.816346,1594.514903,0.660097437,0.339902563,125,97,Portland,27,17,29,24,-107,24,35,33,33,-114,218.5,-1,H,5518,9,W ,113.375,106.75,92.875,0.46925,60.375,0.512125,32.5,0.395625,19.5,0.70625,88.25,0.440625,58.5,0.483,29.75,0.363,23.25,0.7945
273,273,20181123,2019,IND,SAS,1567.99981,1496.466528,0.728579001,0.271420999,100,111,SanAntonio,29,25,28,29,105,23,22,24,31,-125,207.5,-1.5,A,5519,0,L ,100,98.375,88.125,0.43775,61.125,0.4775,27,0.341,19.25,0.695875,82.25,0.44325,49.5,0.498625,32.75,0.376375,17.75,0.770875,273,20181123,2019,IND,SAS,1567.99981,1496.466528,0.728579001,0.271420999,100,111,SanAntonio,29,25,28,29,105,23,22,24,31,-125,207.5,-1.5,A,5519,0,L ,112.875,111.75,93.25,0.483,65.375,0.54025,27.875,0.34025,17.5,0.732875,90.375,0.455625,64.625,0.479375,25.75,0.384625,24.625,0.81275
265,265,20181123,2019,LAC,MEM,1569.632353,1485.051573,0.743174189,0.256825811,112,107,Memphis,22,30,18,28,155,16,28,31,23,-179,209.5,-4.5,H,5520,13,W ,119.5,109.625,91.25,0.4715,64.875,0.50725,26.375,0.373125,27.5,0.8325,94.875,0.434875,63.75,0.493875,31.125,0.30525,23.125,0.757875,265,20181123,2019,LAC,MEM,1569.632353,1485.051573,0.743174189,0.256825811,112,107,Memphis,22,30,18,28,155,16,28,31,23,-179,209.5,-4.5,H,5520,13,W ,103.875,103.75,80.25,0.457375,52.875,0.506875,27.375,0.379875,25.875,0.797875,83.25,0.461625,54.625,0.514375,28.625,0.35975,23.125,0.74725
277,277,20181123,2019,LAL,UTA,1532.55451,1541.300744,0.628385991,0.371614009,90,83,Utah,16,22,25,20,125,22,16,26,26,-145,219.5,-3,H,5521,4,W ,115.125,113.375,90.375,0.47775,60.875,0.521625,29.5,0.3905,23,0.746,92.125,0.465875,61.125,0.505625,31,0.3725,19.125,0.827,277,20181123,2019,LAL,UTA,1532.55451,1541.300744,0.628385991,0.371614009,90,83,Utah,16,22,25,20,125,22,16,26,26,-145,219.5,-3,H,5521,4,W ,105.875,94.875,83.625,0.493875,57.5,0.562625,26.125,0.351375,22.125,0.64775,83.25,0.4225,53.75,0.507375,29.5,0.2705,25,0.664625
274,274,20181123,2019,MIL,PHO,1643.752193,1296.922908,0.929047955,0.070952045,114,116,Phoenix,34,30,27,25,837,30,31,29,24,-1400,232.5,-13.5,A,5522,13,L ,122.25,105.375,90.75,0.49375,49,0.626125,41.75,0.33625,23.5,0.769375,94.125,0.42275,56.5,0.502,37.625,0.308,20.375,0.733875,274,20181123,2019,MIL,PHO,1643.752193,1296.922908,0.929047955,0.070952045,114,116,Phoenix,34,30,27,25,837,30,31,29,24,-1400,232.5,-13.5,A,5522,13,L ,118.875,106.875,85.25,0.5085,56.5,0.59525,28.75,0.359625,28.5,0.798,86.5,0.467625,55.375,0.56225,31.125,0.301875,19.875,0.8435
267,267,20181123,2019,NYK,NOP,1378.612637,1584.703255,0.35189801,0.64810199,114,109,NewOrleans,34,26,30,19,-300,28,31,28,27,245,235,7.5,H,5523,10,W ,106.125,111.5,89.5,0.43275,59.625,0.475375,29.875,0.348875,23.625,0.786,90.625,0.463375,59.25,0.517875,31.375,0.351625,21.375,0.776,267,20181123,2019,NYK,NOP,1378.612637,1584.703255,0.35189801,0.64810199,114,109,NewOrleans,34,26,30,19,-300,28,31,28,27,245,235,7.5,H,5523,10,W ,118.25,113.25,92.625,0.4625,60.625,0.496375,32,0.396,25.625,0.789625,92.375,0.457,64,0.52,28.375,0.315375,27.125,0.719875
272,272,20181123,2019,OKC,CHO,1614.761522,1532.425166,0.740700469,0.259299531,109,104,Charlotte,31,26,23,24,227,33,29,27,20,-277,230,-7,H,5524,8,W ,114.375,103.125,90.875,0.473,62.625,0.52775,28.25,0.372875,25.375,0.729125,84.375,0.44325,55.25,0.525125,29.125,0.28675,24.875,0.809,272,20181123,2019,OKC,CHO,1614.761522,1532.425166,0.740700469,0.259299531,109,104,Charlotte,31,26,23,24,227,33,29,27,20,-277,230,-7,H,5524,8,W ,114.25,108.75,90,0.4645,56.5,0.533875,33.5,0.360375,25.25,0.779875,94.25,0.423625,59.25,0.49475,35,0.303375,23.125,0.8125
268,268,20181123,2019,PHI,CLE,1586.515917,1424.71907,0.818619714,0.181380286,112,121,Cleveland,31,23,30,37,797,23,31,29,29,-1300,217.5,-13,A,5525,10,L ,117.75,112.25,86.625,0.4685,55.75,0.535625,30.875,0.359125,33,0.79125,92.375,0.441375,62.75,0.49675,29.625,0.327125,30.625,0.69575,268,20181123,2019,PHI,CLE,1586.515917,1424.71907,0.818619714,0.181380286,112,121,Cleveland,31,23,30,37,797,23,31,29,29,-1300,217.5,-13,A,5525,10,L ,114,104.5,85.125,0.499875,54.375,0.584625,30.75,0.35875,23,0.79925,85.375,0.468,62.75,0.50425,22.625,0.369125,21.25,0.766125
